MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km)
2004,CHEVROLET,G15/25 EXPRESS CARGO,VAN - CARGO,4.3,6,A4,X,18.6,14.2,16.6,17,382
2004,CHEVROLET,G15/25 EXPRESS CARGO,VAN - CARGO,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,CHEVROLET,H15 EXPRESS AWD PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,H15/25 EXPRESS AWD CARGO,VAN - CARGO,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,IMPALA,FULL-SIZE,3.4,6,A4,X,12.5,8.0,10.4,27,239
2004,CHEVROLET,IMPALA,FULL-SIZE,3.8,6,A4,X,13.3,8.5,11.1,25,255
2004,CHEVROLET,IMPALA #,FULL-SIZE,3.8,6,A4,Z,15.0,9.7,12.6,22,290
2004,CHEVROLET,K1500 AVALANCHE 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,K1500 AVALANCHE 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,CHEVROLET,K1500 AVALANCHE 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,CHEVROLET,K1500 AVALANCHE AWD,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,K1500 AVALANCHE AWD FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,CHEVROLET,K1500 AVALANCHE AWD FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,19.1,14.7,17.2,16,396
2004,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,19.3,14.1,16.9,17,389
2004,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,18.2,14.7,16.6,17,382
2004,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,20.1,14.5,17.6,16,405
2004,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,K1500 SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,21.2,16.5,19.0,15,437
2004,CHEVROLET,K1500 SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,CHEVROLET,K1500 SILVERADO SS AWD,PICKUP TRUCK - STANDARD,6.0,8,A4,X,19.7,15.3,17.7,16,407
2004,CHEVROLET,K1500 SUBURBAN 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,K1500 SUBURBAN 4X4 FFV,SUV,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,CHEVROLET,K1500 SUBURBAN 4X4 FFV,SUV,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,CHEVROLET,K1500 SUBURBAN AWD,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,K1500 SUBURBAN AWD FFV,SUV,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,CHEVROLET,K1500 SUBURBAN AWD FFV,SUV,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,CHEVROLET,K1500 TAHOE 4X4,SUV,4.8,8,A4,X,17.9,13.5,15.9,18,366
2004,CHEVROLET,K1500 TAHOE 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,K1500 TAHOE 4X4 FFV,SUV,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,CHEVROLET,K1500 TAHOE 4X4 FFV,SUV,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,CHEVROLET,K1500 TAHOE AWD,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,K1500 TAHOE AWD FFV,SUV,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,CHEVROLET,K1500 TAHOE AWD FFV,SUV,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,CHEVROLET,MALIBU,MID-SIZE,2.2,4,A4,X,11.3,7.9,9.8,29,225
2004,CHEVROLET,MALIBU,MID-SIZE,3.5,6,A4,X,11.8,8.1,10.1,28,232
2004,CHEVROLET,MONTE CARLO,MID-SIZE,3.4,6,A4,X,12.5,8.0,10.4,27,239
2004,CHEVROLET,MONTE CARLO,MID-SIZE,3.8,6,A4,X,13.3,8.5,11.1,25,255
2004,CHEVROLET,MONTE CARLO #,MID-SIZE,3.8,6,A4,Z,15.0,9.7,12.6,22,290
2004,CHEVROLET,OPTRA,COMPACT,2.0,4,A4,X,12.0,8.6,10.5,27,242
2004,CHEVROLET,OPTRA,COMPACT,2.0,4,M5,X,12.0,8.7,10.5,27,242
2004,CHEVROLET,SSR,PICKUP TRUCK - SMALL,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,CHEVROLET,TRACKER VAN 4X4,SUV,2.5,6,A4,X,14.0,11.4,12.9,22,297
2004,CHEVROLET,TRAILBLAZER,SUV,4.2,6,A4,X,16.8,12.2,14.7,19,338
2004,CHEVROLET,TRAILBLAZER 4X4,SUV,4.2,6,A4,X,17.2,12.3,15.0,19,345
2004,CHEVROLET,TRAILBLAZER EXT,SUV,4.2,6,A4,X,18.2,13.3,16.0,18,368
2004,CHEVROLET,TRAILBLAZER EXT,SUV,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,CHEVROLET,TRAILBLAZER EXT 4X4,SUV,4.2,6,A4,X,17.2,12.3,15.0,19,345
2004,CHEVROLET,TRAILBLAZER EXT 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,CHEVROLET,VENTURE,MINIVAN,3.4,6,A4,X,13.5,9.3,11.6,24,267
2004,CHEVROLET,VENTURE AWD,MINIVAN,3.4,6,A4,X,15.3,11.3,13.5,21,311
2004,CHRYSLER,300M,FULL-SIZE,3.5,6,AS4,X,14.2,9.5,12.1,23,278
2004,CHRYSLER,CONCORDE,FULL-SIZE,2.7,6,A4,X,12.5,8.8,10.8,26,248
2004,CHRYSLER,CONCORDE,FULL-SIZE,3.5,6,A4,X,14.0,9.4,11.9,24,274
2004,CHRYSLER,CROSSFIRE,TWO-SEATER,3.2,6,AS5,Z,12.7,9.3,11.1,25,255
2004,CHRYSLER,CROSSFIRE,TWO-SEATER,3.2,6,M6,Z,15.7,10.1,13.2,21,304
2004,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,A4,X,12.5,8.8,10.8,26,248
2004,CHRYSLER,INTREPID,FULL-SIZE,3.5,6,A4,X,14.0,9.4,11.9,24,274
2004,CHRYSLER,PACIFICA,SUV,3.5,6,AS4,X,15.7,11.1,13.6,21,313
2004,CHRYSLER,PACIFICA AWD,SUV,3.5,6,AS4,X,15.9,11.5,13.9,20,320
2004,CHRYSLER,PT CRUISER,SUV,2.4,4,A4,X,12.5,9.6,11.2,25,258
2004,CHRYSLER,PT CRUISER,SUV,2.4,4,M5,X,11.2,8.9,10.2,28,235
2004,CHRYSLER,PT TURBO #,SUV,2.4,4,A4,X,12.9,9.6,11.4,25,262
2004,CHRYSLER,PT TURBO #,SUV,2.4,4,AS4,X,12.9,9.6,11.4,25,262
2004,CHRYSLER,PT TURBO #,SUV,2.4,4,M5,X,11.8,9.4,10.7,26,246
2004,CHRYSLER,SEBRING,MID-SIZE,2.4,4,A4,X,12.0,8.7,10.5,27,242
2004,CHRYSLER,SEBRING,MID-SIZE,2.7,6,A4,X,12.7,9.3,11.1,25,255
2004,CHRYSLER,SEBRING,MID-SIZE,2.7,6,AS4,X,12.6,9.1,11.0,26,253
2004,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,A4,X,12.7,9.3,11.1,25,255
2004,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,AS4,X,12.6,9.1,11.0,26,253
2004,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,M5,X,13.4,9.4,11.6,24,267
2004,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6,A4,X,12.7,9.3,11.1,25,255
2004,CHRYSLER,SEBRING FFV,MID-SIZE,2.7,6,A4,E,16.7,12.5,14.8,19,237
2004,CHRYSLER,TOWN & COUNTRY,MINIVAN,3.8,6,A4,X,14.8,10.3,12.8,22,294
2004,CHRYSLER,TOWN & COUNTRY AWD,MINIVAN,3.8,6,A4,X,15.5,11.0,13.5,21,311
2004,DODGE,CARAVAN,MINIVAN,3.3,6,A4,X,13.7,9.7,11.9,24,274
2004,DODGE,CARAVAN C/V,MINIVAN,3.3,6,A4,X,13.7,9.7,11.9,24,274
2004,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.7,6,A4,X,15.7,11.2,13.7,21,315
2004,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,3.7,6,M5,X,16.4,11.5,14.2,20,327
2004,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,A5,X,17.4,12.7,15.3,18,352
2004,DODGE,DAKOTA,PICKUP TRUCK - STANDARD,4.7,8,M5,X,18.2,12.8,15.8,18,363
2004,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6,A4,X,16.5,12.7,14.8,19,340
2004,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6,M5,X,16.5,12.5,14.7,19,338
2004,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,A5,X,18.6,13.8,16.5,17,380
2004,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,4.7,8,M5,X,17.9,13.6,16.0,18,368
2004,DODGE,DURANGO 4X4,SUV,4.7,8,A5,X,19.0,14.2,16.9,17,389
2004,DODGE,DURANGO 4X4,SUV,5.7,8,A5,X,19.9,14.2,17.3,16,398
2004,DODGE,GRAND CARAVAN,MINIVAN,3.3,6,A4,X,14.5,10.1,12.5,23,288
2004,DODGE,GRAND CARAVAN,MINIVAN,3.8,6,A4,X,14.8,10.3,12.8,22,294
2004,DODGE,GRAND CARAVAN C/V,MINIVAN,3.3,6,A4,X,13.7,9.7,11.9,24,274
2004,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.7,6,A4,X,17.3,12.2,15.0,19,345
2004,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.7,6,M5,X,17.0,12.5,15.0,19,345
2004,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,4.7,8,A5,X,19.4,14.4,17.1,17,393
2004,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,4.7,8,M5,X,18.6,13.6,16.4,17,377
2004,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,5.7,8,A5,X,19.5,13.8,16.9,17,389
2004,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,4.7,8,A5,X,21.1,15.7,18.6,15,428
2004,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,4.7,8,M5,X,19.7,15.0,17.6,16,405
2004,DODGE,RAM 1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A5,X,19.9,14.5,17.5,16,403
2004,DODGE,SRT-4 #,COMPACT,2.4,4,M5,X,12.2,8.6,10.6,27,244
2004,DODGE,SX 2.0,COMPACT,2.0,4,A4,X,10.6,8.0,9.5,30,219
2004,DODGE,SX 2.0,COMPACT,2.0,4,M5,X,9.3,7.1,8.3,34,191
2004,DODGE,SX 2.0 R/T #,COMPACT,2.0,4,M5,X,10.1,8.0,9.2,31,212
2004,DODGE,VIPER SRT-10,TWO-SEATER,8.3,10,M6,Z,21.5,12.6,17.5,16,403
2004,FERRARI,360 CHALLENGE STRADALE,TWO-SEATER,3.6,8,M6,Z,24.6,15.4,20.5,14,472
2004,FERRARI,360 MODENA,TWO-SEATER,3.6,8,AS6,Z,24.6,15.8,20.6,14,474
2004,FERRARI,360 MODENA,TWO-SEATER,3.6,8,M6,Z,24.1,16.0,20.5,14,472
2004,FERRARI,360 SPIDER,TWO-SEATER,3.6,8,AS6,Z,24.6,15.8,20.6,14,474
2004,FERRARI,360 SPIDER,TWO-SEATER,3.6,8,M6,Z,24.1,16.0,20.5,14,472
2004,FERRARI,575 MM,TWO-SEATER,5.7,12,AS6,Z,25.5,15.1,20.8,14,478
2004,FERRARI,575 MM,TWO-SEATER,5.7,12,M6,Z,27.1,15.9,22.1,13,508
2004,FERRARI,575 MM F1,TWO-SEATER,5.7,12,AS6,Z,25.5,15.1,20.8,14,478
2004,FERRARI,575 MM F1,TWO-SEATER,5.7,12,M6,Z,27.1,15.9,22.1,13,508
2004,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,15.5,10.3,13.2,21,304
2004,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.6,8,A4,X,17.7,13.4,15.7,18,361
2004,FORD,E150 CLUB WAGON,VAN - PASSENGER,5.4,8,A4,X,19.9,15.4,17.9,16,412
2004,FORD,E150 VAN,VAN - CARGO,4.6,8,A4,X,17.4,13.1,15.5,18,357
2004,FORD,E150 VAN,VAN - CARGO,5.4,8,A4,X,20.6,15.5,18.3,15,421
2004,FORD,E250 VAN,VAN - CARGO,4.6,8,A4,X,17.7,13.4,15.7,18,361
2004,FORD,ESCAPE,SUV,2.0,4,M5,X,11.7,9.3,10.6,27,244
2004,FORD,ESCAPE,SUV,3.0,6,A4,X,13.9,10.1,12.2,23,281
2004,FORD,ESCAPE 4X4,SUV,3.0,6,A4,X,14.6,10.9,12.9,22,297
2004,FORD,EXPEDITION 4X4,SUV,4.6,8,A4,X,19.0,13.9,16.7,17,384
2004,FORD,EXPEDITION 4X4,SUV,5.4,8,A4,X,19.7,14.9,17.5,16,403
2004,FORD,EXPLORER 4X4,SUV,4.6,8,A5,X,18.0,13.1,15.8,18,363
2004,FORD,EXPLORER 4X4 FFV,SUV,4.0,6,A5,X,17.2,12.9,15.3,18,352
2004,FORD,EXPLORER 4X4 FFV,SUV,4.0,6,A5,E,22.8,17.0,20.2,14,323
2004,FORD,EXPLORER SPORT TRAC 4X4 FFV,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.2,12.9,15.3,18,352
2004,FORD,EXPLORER SPORT TRAC 4X4 FFV,PICKUP TRUCK - STANDARD,4.0,6,A5,E,22.8,17.0,20.2,14,323
2004,FORD,EXPLORER SPORT TRAC FFV,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.1,12.7,15.1,19,347
2004,FORD,EXPLORER SPORT TRAC FFV,PICKUP TRUCK - STANDARD,4.0,6,A5,E,23.0,17.3,20.4,14,326
2004,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,A4,X,16.6,13.3,15.1,19,347
2004,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,M5,X,15.7,12.5,14.3,20,329
2004,FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,A4,X,17.6,13.3,15.6,18,359
2004,FORD,F150,PICKUP TRUCK - STANDARD,5.4,8,A4,X,21.2,16.0,18.8,15,432
2004,FORD,F150 3-VALVE,PICKUP TRUCK - STANDARD,5.4,8,A4,X,18.1,13.8,16.2,17,373
2004,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.2,6,A4,X,17.2,13.7,15.7,18,361
2004,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.2,6,M5,X,17.4,13.4,15.6,18,359
2004,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.6,8,A4,X,18.1,13.7,16.1,18,370
2004,FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.4,8,A4,X,21.1,16.0,18.8,15,432
2004,FORD,F150 4X4 3-VALVE,PICKUP TRUCK - STANDARD,5.4,8,A4,X,18.3,13.8,16.3,17,375
2004,FORD,F150 4X4 BI-FUEL,PICKUP TRUCK - STANDARD,5.4,8,A4,X,21.8,16.6,19.5,14,449
2004,FORD,F150 4X4 BI-FUEL,PICKUP TRUCK - STANDARD,5.4,8,A4,N,23.0,17.6,20.6,14,389
2004,FORD,F150 BI-FUEL,PICKUP TRUCK - STANDARD,5.4,8,A4,X,21.3,16.1,19.0,15,437
2004,FORD,F150 BI-FUEL,PICKUP TRUCK - STANDARD,5.4,8,A4,N,22.5,16.8,20.0,14,378
2004,FORD,F150 LIGHTNING #,PICKUP TRUCK - STANDARD,5.4,8,A4,Z,20.6,15.3,18.2,16,419
2004,FORD,F150 NGV,PICKUP TRUCK - STANDARD,5.4,8,A4,N,21.1,15.7,18.6,15,352
2004,FORD,FOCUS,COMPACT,2.0,4,A4,X,10.3,8.0,9.3,30,214
2004,FORD,FOCUS,COMPACT,2.0,4,M5,X,9.9,7.3,8.7,32,200
2004,FORD,FOCUS #,COMPACT,2.0,4,A4,X,10.9,8.5,9.8,29,225
2004,FORD,FOCUS #,COMPACT,2.0,4,M5,X,10.4,7.9,9.3,30,214
2004,FORD,FOCUS SVT #,COMPACT,2.0,4,M6,Z,12.8,9.3,11.2,25,258
2004,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,A4,X,10.3,8.0,9.3,30,214
2004,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2.0,4,M5,X,10.1,7.3,8.9,32,205
2004,FORD,FOCUS WAGON #,STATION WAGON - MID-SIZE,2.0,4,A4,X,10.9,8.5,9.8,29,225
2004,FORD,FOCUS WAGON #,STATION WAGON - MID-SIZE,2.0,4,M5,X,10.4,7.9,9.3,30,214
2004,FORD,FREESTAR VAN,VAN - CARGO,4.2,6,A4,X,16.1,11.3,13.9,20,320
2004,FORD,FREESTAR WAGON,MINIVAN,4.2,6,A4,X,16.1,11.3,13.9,20,320
2004,FORD,GRAND MARQUIS,FULL-SIZE,4.6,8,A4,X,15.5,10.3,13.2,21,304
2004,FORD,MARAUDER #,FULL-SIZE,4.6,8,A4,Z,15.6,11.0,13.5,21,311
2004,FORD,MUSTANG,SUBCOMPACT,3.8,6,A4,X,13.5,9.5,11.7,24,269
2004,FORD,MUSTANG,SUBCOMPACT,3.8,6,M5,X,13.3,8.8,11.3,25,260
2004,FORD,MUSTANG,SUBCOMPACT,3.9,6,A4,X,13.8,9.7,12.0,24,276
2004,FORD,MUSTANG,SUBCOMPACT,3.9,6,M5,X,13.2,8.8,11.2,25,258
2004,FORD,MUSTANG,SUBCOMPACT,4.6,8,A4,X,14.8,11.1,13.1,22,301
2004,FORD,MUSTANG,SUBCOMPACT,4.6,8,M5,X,15.6,10.3,13.2,21,304
2004,FORD,MUSTANG COBRA #,SUBCOMPACT,4.6,8,M6,Z,15.7,10.7,13.5,21,311
2004,FORD,MUSTANG MACH 1 #,SUBCOMPACT,4.6,8,A4,X,15.4,11.2,13.5,21,311
2004,FORD,MUSTANG MACH 1 #,SUBCOMPACT,4.6,8,M5,X,15.5,10.1,13.1,22,301
2004,FORD,RANGER,PICKUP TRUCK - STANDARD,2.3,4,A5,X,12.2,9.8,11.2,25,258
2004,FORD,RANGER,PICKUP TRUCK - STANDARD,2.3,4,M5,X,11.4,8.8,10.2,28,235
2004,FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,A5,X,15.3,11.8,13.7,21,315
2004,FORD,RANGER,PICKUP TRUCK - STANDARD,3.0,6,M5,X,14.8,11.2,13.2,21,304
2004,FORD,RANGER,PICKUP TRUCK - STANDARD,4.0,6,A5,X,15.7,11.8,14.0,20,322
2004,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,A5,X,17.1,13.4,15.4,18,354
2004,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4.0,6,M5,X,17.2,13.7,15.7,18,361
2004,FORD,TAURUS,MID-SIZE,3.0,6,A4,X,13.9,9.7,12.0,24,276
2004,FORD,TAURUS #,MID-SIZE,3.0,6,A4,X,13.3,9.5,11.6,24,267
2004,FORD,TAURUS WAGON,STATION WAGON - MID-SIZE,3.0,6,A4,X,14.4,10.3,12.5,23,288
2004,FORD,TAURUS WAGON #,STATION WAGON - MID-SIZE,3.0,6,A4,X,13.6,9.9,12.0,24,276
2004,FORD,THUNDERBIRD,TWO-SEATER,3.9,8,AS5,Z,15.6,11.1,13.6,21,313
2004,FORD,THUNDERBIRD SST,TWO-SEATER,3.9,8,AS5,Z,15.2,10.4,13.0,22,299
2004,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,18.4,13.9,16.4,17,377
2004,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.8,12.3,15.3,18,352
2004,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,16.0,12.8,14.5,19,334
2004,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.7,13.0,16.2,17,373
2004,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,GMC,C1500 SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.8,14.1,16.7,17,384
2004,GMC,C1500 SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,24.7,18.5,21.9,13,350
2004,GMC,C1500 YUKON,SUV,4.8,8,A4,X,16.8,13.4,15.3,18,352
2004,GMC,C1500 YUKON,SUV,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,GMC,C1500 YUKON FFV,SUV,5.3,8,A4,X,18.8,14.1,16.7,17,384
2004,GMC,C1500 YUKON FFV,SUV,5.3,8,A4,E,24.7,18.5,21.9,13,350
2004,GMC,C1500 YUKON XL,SUV,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,GMC,C1500 YUKON XL FFV,SUV,5.3,8,A4,X,18.8,14.1,16.7,17,384
2004,GMC,C1500 YUKON XL FFV,SUV,5.3,8,A4,E,24.7,18.5,21.9,13,350
2004,GMC,CANYON,PICKUP TRUCK - STANDARD,3.5,5,A4,X,14.4,10.9,12.8,22,294
2004,GMC,CANYON,PICKUP TRUCK - STANDARD,3.5,5,M5,X,14.8,10.3,12.8,22,294
2004,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,2.8,4,A4,X,15.2,11.1,13.4,21,308
2004,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,3.5,5,A4,X,15.5,11.4,13.7,21,315
2004,GMC,CANYON 4X4,PICKUP TRUCK - STANDARD,3.5,5,M5,X,15.1,11.2,13.3,21,306
2004,GMC,ENVOY,SUV,4.2,6,A4,X,16.8,12.2,14.7,19,338
2004,GMC,ENVOY,SUV,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,GMC,ENVOY 4X4,SUV,4.2,6,A4,X,17.2,12.3,15.0,19,345
2004,GMC,ENVOY XL,SUV,4.2,6,A4,X,18.2,13.3,16.0,18,368
2004,GMC,ENVOY XL,SUV,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,GMC,ENVOY XL 4X4,SUV,4.2,6,A4,X,17.2,12.3,15.0,19,345
2004,GMC,ENVOY XL 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,GMC,ENVOY XUV,SUV,4.2,6,A4,X,18.2,13.3,16.0,18,368
2004,GMC,ENVOY XUV 4X4,SUV,4.2,6,A4,X,18.1,13.0,15.8,18,363
2004,GMC,ENVOY XUV 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,GMC,G15 SAVANA PASSENGER,VAN - PASSENGER,4.3,6,A4,X,18.6,14.2,16.6,17,382
2004,GMC,G15 SAVANA PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,GMC,G15/25 SAVANA CARGO,VAN - CARGO,4.3,6,A4,X,18.6,14.2,16.6,17,382
2004,GMC,G15/25 SAVANA CARGO,VAN - CARGO,5.3,8,A4,X,18.0,14.1,16.2,17,373
2004,GMC,H15 SAVANA AWD PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,GMC,H15/25 SAVANA AWD CARGO,VAN - CARGO,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,GMC,JIMMY 4X4,SUV,4.3,6,A4,X,18.7,14.6,16.9,17,389
2004,GMC,JIMMY 4X4,SUV,4.3,6,M5,X,19.3,14.1,16.9,17,389
2004,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,19.1,14.7,17.2,16,396
2004,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,19.3,14.1,16.9,17,389
2004,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,18.2,14.7,16.6,17,382
2004,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,20.1,14.5,17.6,16,405
2004,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,GMC,K1500 SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,X,21.1,16.3,18.9,15,435
2004,GMC,K1500 SIERRA 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,GMC,K1500 SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.0,8,A4,X,20.0,15.0,17.7,16,407
2004,GMC,K1500 YUKON 4X4,SUV,4.8,8,A4,X,17.9,13.5,15.9,18,366
2004,GMC,K1500 YUKON 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,GMC,K1500 YUKON 4X4 FFV,SUV,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,GMC,K1500 YUKON 4X4 FFV,SUV,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,GMC,K1500 YUKON DENALI AWD,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,GMC,K1500 YUKON DENALI AWD,SUV,6.0,8,A4,X,20.0,15.0,17.7,16,407
2004,GMC,K1500 YUKON DENALI AWD FFV,SUV,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,GMC,K1500 YUKON DENALI AWD FFV,SUV,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,GMC,K1500 YUKON DENALI XL AWD,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,GMC,K1500 YUKON DENALI XL AWD,SUV,6.0,8,A4,X,20.0,15.0,17.7,16,407
2004,GMC,K1500 YUKON DENALI XL AWD FFV,SUV,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,GMC,K1500 YUKON DENALI XL AWD FFV,SUV,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,GMC,K1500 YUKON XL 4X4,SUV,5.3,8,A4,X,18.8,15.3,17.2,16,396
2004,GMC,K1500 YUKON XL 4X4 FFV,SUV,5.3,8,A4,X,21.5,16.7,19.3,15,444
2004,GMC,K1500 YUKON XL 4X4 FFV,SUV,5.3,8,A4,E,23.9,18.6,21.5,13,344
2004,GMC,SAFARI AWD CARGO,VAN - CARGO,4.3,6,A4,X,19.1,14.7,17.2,16,396
2004,GMC,SAFARI AWD PASSENGER,VAN - PASSENGER,4.3,6,A4,X,19.1,14.7,17.2,16,396
