,REF_DATE,GEO,Type of vehicle,UOM,SCALAR_FACTOR,VALUE
2010,2014,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,282
2011,2014,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,382
2012,2014,Nunavut,Buses,Number,units,39
2013,2014,Nunavut,Motorcycles and mopeds,Number,units,71
2014,2014,Nunavut,Trailers,Number,units,193
2015,2014,Nunavut,"Off-road, construction, farm vehicles",Number,units,1137
2016,2015,Canada,"Total, vehicle registrations",Number,units,33168805
2017,2015,Canada,"Total, road motor vehicle registrations",Number,units,23923806
2018,2015,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,22067778
2019,2015,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,591897
2020,2015,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,464322
2021,2015,Canada,Buses,Number,units,90551
2022,2015,Canada,Motorcycles and mopeds,Number,units,709258
2023,2015,Canada,Trailers,Number,units,7094079
2024,2015,Canada,"Off-road, construction, farm vehicles",Number,units,2150920
2025,2015,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,670686
2026,2015,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,383841
2027,2015,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,354811
2028,2015,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,6885
2029,2015,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,5340
2030,2015,Newfoundland and Labrador,Buses,Number,units,1427
2031,2015,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,15378
2032,2015,Newfoundland and Labrador,Trailers,Number,units,63471
2033,2015,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,223374
2034,2015,Prince Edward Island,"Total, vehicle registrations",Number,units,99876
2035,2015,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,85880
2036,2015,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,77723
2037,2015,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1772
2038,2015,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,2950
2039,2015,Prince Edward Island,Buses,Number,units,340
2040,2015,Prince Edward Island,Motorcycles and mopeds,Number,units,3095
2041,2015,Prince Edward Island,Trailers,Number,units,12119
2042,2015,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,1877
2043,2015,Nova Scotia,"Total, vehicle registrations",Number,units,745730
2044,2015,Nova Scotia,"Total, road motor vehicle registrations",Number,units,628623
2045,2015,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,588807
2046,2015,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,10652
2047,2015,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,9255
2048,2015,Nova Scotia,Buses,Number,units,1963
2049,2015,Nova Scotia,Motorcycles and mopeds,Number,units,17946
2050,2015,Nova Scotia,Trailers,Number,units,57869
2051,2015,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,59238
2052,2015,New Brunswick,"Total, vehicle registrations",Number,units,734236
2053,2015,New Brunswick,"Total, road motor vehicle registrations",Number,units,579810
2054,2015,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,533082
2055,2015,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,8548
2056,2015,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,12738
2057,2015,New Brunswick,Buses,Number,units,3315
2058,2015,New Brunswick,Motorcycles and mopeds,Number,units,22127
2059,2015,New Brunswick,Trailers,Number,units,100841
2060,2015,New Brunswick,"Off-road, construction, farm vehicles",Number,units,53585
2061,2015,Quebec,"Total, vehicle registrations",Number,units,8227294
2062,2015,Quebec,"Total, road motor vehicle registrations",Number,units,5459650
2063,2015,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,5086519
2064,2015,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,66727
2065,2015,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,83056
2066,2015,Quebec,Buses,Number,units,18586
2067,2015,Quebec,Motorcycles and mopeds,Number,units,204762
2068,2015,Quebec,Trailers,Number,units,1993922
2069,2015,Quebec,"Off-road, construction, farm vehicles",Number,units,773722
2070,2015,Ontario,"Total, vehicle registrations",Number,units,11685875
2071,2015,Ontario,"Total, road motor vehicle registrations",Number,units,8358366
2072,2015,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,7866332
2073,2015,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,122686
2074,2015,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,122462
2075,2015,Ontario,Buses,Number,units,29837
2076,2015,Ontario,Motorcycles and mopeds,Number,units,217049
2077,2015,Ontario,Trailers,Number,units,2612930
2078,2015,Ontario,"Off-road, construction, farm vehicles",Number,units,714579
2079,2015,Manitoba,"Total, vehicle registrations",Number,units,1114162
2080,2015,Manitoba,"Total, road motor vehicle registrations",Number,units,843776
2081,2015,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,771944
2082,2015,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,19121
2083,2015,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,29395
2084,2015,Manitoba,Buses,Number,units,4203
2085,2015,Manitoba,Motorcycles and mopeds,Number,units,19113
2086,2015,Manitoba,Trailers,Number,units,192088
2087,2015,Manitoba,"Off-road, construction, farm vehicles",Number,units,78298
2088,2015,Saskatchewan,"Total, vehicle registrations",Number,units,1133272
2089,2015,Saskatchewan,"Total, road motor vehicle registrations",Number,units,899835
2090,2015,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,794478
2091,2015,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,49285
2092,2015,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,41984
2093,2015,Saskatchewan,Buses,Number,units,4014
2094,2015,Saskatchewan,Motorcycles and mopeds,Number,units,10074
2095,2015,Saskatchewan,Trailers,Number,units,225511
2096,2015,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,7926
2097,2015,Alberta,"Total, vehicle registrations",Number,units,5098281
2098,2015,Alberta,"Total, road motor vehicle registrations",Number,units,3521310
2099,2015,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,3074733
2100,2015,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,188936
2101,2015,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,112109
2102,2015,Alberta,Buses,Number,units,16319
2103,2015,Alberta,Motorcycles and mopeds,Number,units,129213
2104,2015,Alberta,Trailers,Number,units,1379600
2105,2015,Alberta,"Off-road, construction, farm vehicles",Number,units,197371
2106,2015,British Columbia,"Total, vehicle registrations",Number,units,3563505
2107,2015,British Columbia,"Total, road motor vehicle registrations",Number,units,3092030
2108,2015,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2859463
2109,2015,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,112032
2110,2015,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,42063
2111,2015,British Columbia,Buses,Number,units,10020
2112,2015,British Columbia,Motorcycles and mopeds,Number,units,68452
2113,2015,British Columbia,Trailers,Number,units,435185
2114,2015,British Columbia,"Off-road, construction, farm vehicles",Number,units,36290
2115,2015,Yukon,"Total, vehicle registrations",Number,units,54632
2116,2015,Yukon,"Total, road motor vehicle registrations",Number,units,38252
2117,2015,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,31960
2118,2015,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,3127
2119,2015,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1656
2120,2015,Yukon,Buses,Number,units,390
2121,2015,Yukon,Motorcycles and mopeds,Number,units,1119
2122,2015,Yukon,Trailers,Number,units,14665
2123,2015,Yukon,"Off-road, construction, farm vehicles",Number,units,1715
2124,2015,Northwest Territories,"Total, vehicle registrations",Number,units,34155
2125,2015,Northwest Territories,"Total, road motor vehicle registrations",Number,units,26770
2126,2015,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,23051
2127,2015,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1837
2128,2015,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,929
2129,2015,Northwest Territories,Buses,Number,units,94
2130,2015,Northwest Territories,Motorcycles and mopeds,Number,units,859
2131,2015,Northwest Territories,Trailers,Number,units,5650
2132,2015,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1735
2133,2015,Nunavut,"Total, vehicle registrations",Number,units,7101
2134,2015,Nunavut,"Total, road motor vehicle registrations",Number,units,5663
2135,2015,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,4875
2136,2015,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,289
2137,2015,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,385
2138,2015,Nunavut,Buses,Number,units,43
2139,2015,Nunavut,Motorcycles and mopeds,Number,units,71
2140,2015,Nunavut,Trailers,Number,units,228
2141,2015,Nunavut,"Off-road, construction, farm vehicles",Number,units,1210
2142,2016,Canada,"Total, vehicle registrations",Number,units,33771855
2143,2016,Canada,"Total, road motor vehicle registrations",Number,units,24269868
2144,2016,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,22410030
2145,2016,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,590023
2146,2016,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,462908
2147,2016,Canada,Buses,Number,units,90643
2148,2016,Canada,Motorcycles and mopeds,Number,units,716264
2149,2016,Canada,Trailers,Number,units,7269669
2150,2016,Canada,"Off-road, construction, farm vehicles",Number,units,2232318
2151,2016,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,689129
2152,2016,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,390574
2153,2016,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,361096
2154,2016,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,7045
2155,2016,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,5411
2156,2016,Newfoundland and Labrador,Buses,Number,units,1468
2157,2016,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,15554
2158,2016,Newfoundland and Labrador,Trailers,Number,units,64350
2159,2016,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,234205
2160,2016,Prince Edward Island,"Total, vehicle registrations",Number,units,96236
2161,2016,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,82473
2162,2016,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,74795
2163,2016,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1692
2164,2016,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,2624
2165,2016,Prince Edward Island,Buses,Number,units,314
2166,2016,Prince Edward Island,Motorcycles and mopeds,Number,units,3048
2167,2016,Prince Edward Island,Trailers,Number,units,11468
2168,2016,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,2295
2169,2016,Nova Scotia,"Total, vehicle registrations",Number,units,758467
2170,2016,Nova Scotia,"Total, road motor vehicle registrations",Number,units,636986
2171,2016,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,595895
2172,2016,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,10971
2173,2016,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,9485
2174,2016,Nova Scotia,Buses,Number,units,2041
2175,2016,Nova Scotia,Motorcycles and mopeds,Number,units,18594
2176,2016,Nova Scotia,Trailers,Number,units,60225
2177,2016,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,61256
2178,2016,New Brunswick,"Total, vehicle registrations",Number,units,743118
2179,2016,New Brunswick,"Total, road motor vehicle registrations",Number,units,584533
2180,2016,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,538760
2181,2016,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,8589
2182,2016,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,12479
2183,2016,New Brunswick,Buses,Number,units,3421
2184,2016,New Brunswick,Motorcycles and mopeds,Number,units,21284
2185,2016,New Brunswick,Trailers,Number,units,100721
2186,2016,New Brunswick,"Off-road, construction, farm vehicles",Number,units,57864
2187,2016,Quebec,"Total, vehicle registrations",Number,units,8429330
2188,2016,Quebec,"Total, road motor vehicle registrations",Number,units,5567140
2189,2016,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,5186844
2190,2016,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,64283
2191,2016,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,83247
2192,2016,Quebec,Buses,Number,units,18930
2193,2016,Quebec,Motorcycles and mopeds,Number,units,213836
2194,2016,Quebec,Trailers,Number,units,2050256
2195,2016,Quebec,"Off-road, construction, farm vehicles",Number,units,811934
2196,2016,Ontario,"Total, vehicle registrations",Number,units,11948296
2197,2016,Ontario,"Total, road motor vehicle registrations",Number,units,8538070
2198,2016,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,8037343
2199,2016,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,125157
2200,2016,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,125594
2201,2016,Ontario,Buses,Number,units,30043
2202,2016,Ontario,Motorcycles and mopeds,Number,units,219933
2203,2016,Ontario,Trailers,Number,units,2680796
2204,2016,Ontario,"Off-road, construction, farm vehicles",Number,units,729430
2205,2016,Manitoba,"Total, vehicle registrations",Number,units,1137179
2206,2016,Manitoba,"Total, road motor vehicle registrations",Number,units,857033
2207,2016,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,783273
2208,2016,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,19245
2209,2016,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,30018
2210,2016,Manitoba,Buses,Number,units,4212
2211,2016,Manitoba,Motorcycles and mopeds,Number,units,20285
2212,2016,Manitoba,Trailers,Number,units,199564
2213,2016,Manitoba,"Off-road, construction, farm vehicles",Number,units,80582
2214,2016,Saskatchewan,"Total, vehicle registrations",Number,units,1147179
2215,2016,Saskatchewan,"Total, road motor vehicle registrations",Number,units,910616
2216,2016,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,805898
2217,2016,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,49630
2218,2016,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,41871
2219,2016,Saskatchewan,Buses,Number,units,4052
2220,2016,Saskatchewan,Motorcycles and mopeds,Number,units,9165
2221,2016,Saskatchewan,Trailers,Number,units,230457
2222,2016,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,6106
2223,2016,Alberta,"Total, vehicle registrations",Number,units,5110089
2224,2016,Alberta,"Total, road motor vehicle registrations",Number,units,3500176
2225,2016,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,3063493
2226,2016,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,184774
2227,2016,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,106938
2228,2016,Alberta,Buses,Number,units,15794
2229,2016,Alberta,Motorcycles and mopeds,Number,units,129177
2230,2016,Alberta,Trailers,Number,units,1419854
2231,2016,Alberta,"Off-road, construction, farm vehicles",Number,units,190059
2232,2016,British Columbia,"Total, vehicle registrations",Number,units,3615373
2233,2016,British Columbia,"Total, road motor vehicle registrations",Number,units,3130526
2234,2016,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2901758
2235,2016,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,113244
2236,2016,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,42356
2237,2016,British Columbia,Buses,Number,units,9838
2238,2016,British Columbia,Motorcycles and mopeds,Number,units,63330
2239,2016,British Columbia,Trailers,Number,units,430948
2240,2016,British Columbia,"Off-road, construction, farm vehicles",Number,units,53899
2241,2016,Yukon,"Total, vehicle registrations",Number,units,56101
2242,2016,Yukon,"Total, road motor vehicle registrations",Number,units,39111
2243,2016,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,32711
2244,2016,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,3283
2245,2016,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1590
2246,2016,Yukon,Buses,Number,units,389
2247,2016,Yukon,Motorcycles and mopeds,Number,units,1138
2248,2016,Yukon,Trailers,Number,units,15191
2249,2016,Yukon,"Off-road, construction, farm vehicles",Number,units,1799
2250,2016,Northwest Territories,"Total, vehicle registrations",Number,units,34265
2251,2016,Northwest Territories,"Total, road motor vehicle registrations",Number,units,26951
2252,2016,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,23237
2253,2016,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1820
2254,2016,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,950
2255,2016,Northwest Territories,Buses,Number,units,98
2256,2016,Northwest Territories,Motorcycles and mopeds,Number,units,846
2257,2016,Northwest Territories,Trailers,Number,units,5615
2258,2016,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1699
2259,2016,Nunavut,"Total, vehicle registrations",Number,units,7093
2260,2016,Nunavut,"Total, road motor vehicle registrations",Number,units,5679
2261,2016,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,4927
2262,2016,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,290
2263,2016,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,345
2264,2016,Nunavut,Buses,Number,units,43
2265,2016,Nunavut,Motorcycles and mopeds,Number,units,74
2266,2016,Nunavut,Trailers,Number,units,224
2267,2016,Nunavut,"Off-road, construction, farm vehicles",Number,units,1190
2268,2017,Canada,"Total, vehicle registrations",Number,units,34320737
2269,2017,Canada,"Total, road motor vehicle registrations",Number,units,24566696
2270,2017,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,22678328
2271,2017,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,605353
2272,2017,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,471541
2273,2017,Canada,Buses,Number,units,90925
2274,2017,Canada,Motorcycles and mopeds,Number,units,720549
2275,2017,Canada,Trailers,Number,units,7514793
2276,2017,Canada,"Off-road, construction, farm vehicles",Number,units,2239248
2277,2017,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,698669
2278,2017,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,391934
2279,2017,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,362839
2280,2017,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,7105
2281,2017,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,5437
2282,2017,Newfoundland and Labrador,Buses,Number,units,1425
2283,2017,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,15128
2284,2017,Newfoundland and Labrador,Trailers,Number,units,63411
2285,2017,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,243324
2286,2017,Prince Edward Island,"Total, vehicle registrations",Number,units,92001
2287,2017,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,78979
2288,2017,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,71683
2289,2017,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1638
2290,2017,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,2459
2291,2017,Prince Edward Island,Buses,Number,units,227
2292,2017,Prince Edward Island,Motorcycles and mopeds,Number,units,2972
2293,2017,Prince Edward Island,Trailers,Number,units,10868
2294,2017,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,2154
2295,2017,Nova Scotia,"Total, vehicle registrations",Number,units,773265
2296,2017,Nova Scotia,"Total, road motor vehicle registrations",Number,units,647549
2297,2017,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,606346
2298,2017,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,11205
2299,2017,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,9548
2300,2017,Nova Scotia,Buses,Number,units,2041
2301,2017,Nova Scotia,Motorcycles and mopeds,Number,units,18409
2302,2017,Nova Scotia,Trailers,Number,units,63263
2303,2017,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,62453
2304,2017,New Brunswick,"Total, vehicle registrations",Number,units,752242
2305,2017,New Brunswick,"Total, road motor vehicle registrations",Number,units,591215
2306,2017,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,545094
2307,2017,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,8836
2308,2017,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,12456
2309,2017,New Brunswick,Buses,Number,units,3513
2310,2017,New Brunswick,Motorcycles and mopeds,Number,units,21316
2311,2017,New Brunswick,Trailers,Number,units,101981
2312,2017,New Brunswick,"Off-road, construction, farm vehicles",Number,units,59046
2313,2017,Quebec,"Total, vehicle registrations",Number,units,8488291
2314,2017,Quebec,"Total, road motor vehicle registrations",Number,units,5589071
2315,2017,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,5200910
2316,2017,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,65770
2317,2017,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,85713
2318,2017,Quebec,Buses,Number,units,18514
2319,2017,Quebec,Motorcycles and mopeds,Number,units,218164
2320,2017,Quebec,Trailers,Number,units,2104841
2321,2017,Quebec,"Off-road, construction, farm vehicles",Number,units,794379
2322,2017,Ontario,"Total, vehicle registrations",Number,units,12273788
2323,2017,Ontario,"Total, road motor vehicle registrations",Number,units,8707286
2324,2017,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,8199865
2325,2017,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,128564
2326,2017,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,129084
2327,2017,Ontario,Buses,Number,units,30318
2328,2017,Ontario,Motorcycles and mopeds,Number,units,219455
2329,2017,Ontario,Trailers,Number,units,2811917
2330,2017,Ontario,"Off-road, construction, farm vehicles",Number,units,754585
2331,2017,Manitoba,"Total, vehicle registrations",Number,units,1156670
2332,2017,Manitoba,"Total, road motor vehicle registrations",Number,units,870332
2333,2017,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,794440
2334,2017,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,19615
2335,2017,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,30573
2336,2017,Manitoba,Buses,Number,units,4348
2337,2017,Manitoba,Motorcycles and mopeds,Number,units,21356
2338,2017,Manitoba,Trailers,Number,units,203603
2339,2017,Manitoba,"Off-road, construction, farm vehicles",Number,units,82735
2340,2017,Saskatchewan,"Total, vehicle registrations",Number,units,1153688
2341,2017,Saskatchewan,"Total, road motor vehicle registrations",Number,units,914874
2342,2017,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,809975
2343,2017,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,49750
2344,2017,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,42360
2345,2017,Saskatchewan,Buses,Number,units,4003
2346,2017,Saskatchewan,Motorcycles and mopeds,Number,units,8786
2347,2017,Saskatchewan,Trailers,Number,units,233484
2348,2017,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,5330
2349,2017,Alberta,"Total, vehicle registrations",Number,units,5126483
2350,2017,Alberta,"Total, road motor vehicle registrations",Number,units,3493388
2351,2017,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,3060649
2352,2017,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,185105
2353,2017,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,107518
2354,2017,Alberta,Buses,Number,units,15787
2355,2017,Alberta,Motorcycles and mopeds,Number,units,124329
2356,2017,Alberta,Trailers,Number,units,1456824
2357,2017,Alberta,"Off-road, construction, farm vehicles",Number,units,176271
2358,2017,British Columbia,"Total, vehicle registrations",Number,units,3705906
2359,2017,British Columbia,"Total, road motor vehicle registrations",Number,units,3208699
2360,2017,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2964236
2361,2017,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,122159
2362,2017,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,43516
2363,2017,British Columbia,Buses,Number,units,10211
2364,2017,British Columbia,Motorcycles and mopeds,Number,units,68577
2365,2017,British Columbia,Trailers,Number,units,442987
2366,2017,British Columbia,"Off-road, construction, farm vehicles",Number,units,54220
2367,2017,Yukon,"Total, vehicle registrations",Number,units,58070
2368,2017,Yukon,"Total, road motor vehicle registrations",Number,units,40394
2369,2017,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,33795
2370,2017,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,3466
2371,2017,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1586
2372,2017,Yukon,Buses,Number,units,383
2373,2017,Yukon,Motorcycles and mopeds,Number,units,1164
2374,2017,Yukon,Trailers,Number,units,15704
2375,2017,Yukon,"Off-road, construction, farm vehicles",Number,units,1972
2376,2017,Northwest Territories,"Total, vehicle registrations",Number,units,34571
2377,2017,Northwest Territories,"Total, road motor vehicle registrations",Number,units,27296
2378,2017,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,23569
2379,2017,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1850
2380,2017,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,946
2381,2017,Northwest Territories,Buses,Number,units,112
2382,2017,Northwest Territories,Motorcycles and mopeds,Number,units,819
2383,2017,Northwest Territories,Trailers,Number,units,5686
2384,2017,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1589
2385,2017,Nunavut,"Total, vehicle registrations",Number,units,7093
2386,2017,Nunavut,"Total, road motor vehicle registrations",Number,units,5679
2387,2017,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,4927
2388,2017,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,290
2389,2017,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,345
2390,2017,Nunavut,Buses,Number,units,43
2391,2017,Nunavut,Motorcycles and mopeds,Number,units,74
2392,2017,Nunavut,Trailers,Number,units,224
2393,2017,Nunavut,"Off-road, construction, farm vehicles",Number,units,1190
2394,2018,Canada,"Total, vehicle registrations",Number,units,35108602
2395,2018,Canada,"Total, road motor vehicle registrations",Number,units,25060399
2396,2018,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,23137203
2397,2018,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,620481
2398,2018,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,481182
2399,2018,Canada,Buses,Number,units,91906
